inventory_fact_id,time_key,item_key,store_key,quantity_on_hand
3383,20250219,3,9,118
3384,20250219,4,9,118
3385,20250219,5,9,72
3386,20250219,6,9,158
3387,20250219,7,9,58
3388,20250219,8,9,18
3389,20250219,9,9,120
3390,20250219,10,9,166
3391,20250219,11,9,175
3392,20250219,12,9,57
3393,20250219,13,9,133
3394,20250219,14,9,164
3395,20250219,15,9,160
3396,20250219,16,9,78
3397,20250219,17,9,110
3398,20250219,18,9,100
3399,20250219,19,9,52
3400,20250219,20,9,148
3401,20250219,1,10,82
3402,20250219,2,10,123
3403,20250219,3,10,41
3404,20250219,4,10,166
3405,20250219,5,10,61
3406,20250219,6,10,69
3407,20250219,7,10,101
3408,20250219,8,10,124
3409,20250219,9,10,61
3410,20250219,10,10,166
3411,20250219,11,10,30
3412,20250219,12,10,141
3413,20250219,13,10,59
3414,20250219,14,10,121
3415,20250219,15,10,109
3416,20250219,16,10,146
3417,20250219,17,10,123
3418,20250219,18,10,161
3419,20250219,19,10,150
3420,20250219,20,10,150
3421,20250219,1,11,134
3422,20250219,2,11,167
3423,20250219,3,11,67
3424,20250219,4,11,23
3425,20250219,5,11,169
3426,20250219,6,11,42
3427,20250219,7,11,88
3428,20250219,8,11,126
3429,20250219,9,11,113
3430,20250219,10,11,129
3431,20250219,11,11,56
3432,20250219,12,11,75
3433,20250219,13,11,69
3434,20250219,14,11,159
3435,20250219,15,11,38
3436,20250219,16,11,64
3437,20250219,17,11,108
3438,20250219,18,11,168
3439,20250219,19,11,119
3440,20250219,20,11,99
3441,20250219,1,12,89
3442,20250219,2,12,129
3443,20250219,3,12,87
3444,20250219,4,12,176
3445,20250219,5,12,152
3446,20250219,6,12,38
3447,20250219,7,12,184
3448,20250219,8,12,71
3449,20250219,9,12,149
3450,20250219,10,12,25
3451,20250219,11,12,118
3452,20250219,12,12,83
3453,20250219,13,12,174
3454,20250219,14,12,147
3455,20250219,15,12,56
3456,20250219,16,12,140
3457,20250219,17,12,65
3458,20250219,18,12,75
3459,20250219,19,12,150
3460,20250219,20,12,168
3461,20250219,1,13,33
3462,20250219,2,13,173
3463,20250219,3,13,28
3464,20250219,4,13,113
3465,20250219,5,13,94
3466,20250219,6,13,63
3467,20250219,7,13,55
3468,20250219,8,13,18
3469,20250219,9,13,74
3470,20250219,10,13,160
3471,20250219,11,13,60
3472,20250219,12,13,188
3473,20250219,13,13,109
3474,20250219,14,13,50
3475,20250219,15,13,69
3476,20250219,16,13,99
3477,20250219,17,13,118
3478,20250219,18,13,81
3479,20250219,19,13,50
3480,20250219,20,13,11
3481,20250219,1,14,125
3482,20250219,2,14,159
3483,20250219,3,14,20
3484,20250219,4,14,53
3485,20250219,5,14,44
3486,20250219,6,14,116
3487,20250219,7,14,125
3488,20250219,8,14,140
3489,20250219,9,14,132
3490,20250219,10,14,150
3491,20250219,11,14,186
3492,20250219,12,14,47
3493,20250219,13,14,168
3494,20250219,14,14,187
3495,20250219,15,14,124
3496,20250219,16,14,164
3497,20250219,17,14,136
3498,20250219,18,14,132
3499,20250219,19,14,132
3500,20250219,20,14,66
3501,20250219,1,15,111
3502,20250219,2,15,164
3503,20250219,3,15,196
3504,20250219,4,15,23
3505,20250219,5,15,47
3506,20250219,6,15,54
3507,20250219,7,15,76
3508,20250219,8,15,168
3509,20250219,9,15,180
3510,20250219,10,15,116
3511,20250219,11,15,159
3512,20250219,12,15,86
3513,20250219,13,15,126
3514,20250219,14,15,153
3515,20250219,15,15,53
3516,20250219,16,15,106
3517,20250219,17,15,48
3518,20250219,18,15,165
3519,20250219,19,15,60
3520,20250219,20,15,109
3521,20250219,1,16,36
3522,20250219,2,16,102
3523,20250219,3,16,181
3524,20250219,4,16,162
3525,20250219,5,16,180
3526,20250219,6,16,114
3527,20250219,7,16,124
3528,20250219,8,16,160
3529,20250219,9,16,173
3530,20250219,10,16,146
3531,20250219,11,16,67
3532,20250219,12,16,113
3533,20250219,13,16,56
3534,20250219,14,16,165
3535,20250219,15,16,121
3536,20250219,16,16,60
3537,20250219,17,16,130
3538,20250219,18,16,55
3539,20250219,19,16,109
3540,20250219,20,16,85
3541,20250219,1,17,156
3542,20250219,2,17,180
3543,20250219,3,17,175
3544,20250219,4,17,178
3545,20250219,5,17,130
3546,20250219,6,17,112
3547,20250219,7,17,145
3548,20250219,8,17,113
3549,20250219,9,17,54
3550,20250219,10,17,167
3551,20250219,11,17,144
3552,20250219,12,17,184
3553,20250219,13,17,171
3554,20250219,14,17,81
3555,20250219,15,17,152
3556,20250219,16,17,128
3557,20250219,17,17,153
3558,20250219,18,17,107
3559,20250219,19,17,85
3560,20250219,20,17,118
3561,20250219,1,18,67
3562,20250219,2,18,152
3563,20250219,3,18,81
3564,20250219,4,18,91
3565,20250219,5,18,142
3566,20250219,6,18,78
3567,20250219,7,18,141
3568,20250219,8,18,148
3569,20250219,9,18,42
3570,20250219,10,18,42
3571,20250219,11,18,78
3572,20250219,12,18,157
3573,20250219,13,18,65
3574,20250219,14,18,62
3575,20250219,15,18,177
3576,20250219,16,18,88
3577,20250219,17,18,81
3578,20250219,18,18,93
3579,20250219,19,18,152
3580,20250219,20,18,100
3581,20250219,1,19,77
3582,20250219,2,19,131
3583,20250219,3,19,126
3584,20250219,4,19,45
3585,20250219,5,19,169
3586,20250219,6,19,29
3587,20250219,7,19,117
3588,20250219,8,19,123
3589,20250219,9,19,68
3590,20250219,10,19,170
3591,20250219,11,19,151
3592,20250219,12,19,109
3593,20250219,13,19,47
3594,20250219,14,19,104
3595,20250219,15,19,134
3596,20250219,16,19,113
3597,20250219,17,19,136
3598,20250219,18,19,35
3599,20250219,19,19,46
3600,20250219,20,19,158
3601,20250219,1,20,155
3602,20250219,2,20,34
3603,20250219,3,20,137
3604,20250219,4,20,95
3605,20250219,5,20,45
3606,20250219,6,20,117
3607,20250219,7,20,152
3608,20250219,8,20,110
3609,20250219,9,20,76
3610,20250219,10,20,60
3611,20250219,11,20,67
3612,20250219,12,20,150
3613,20250219,13,20,119
3614,20250219,14,20,41
3615,20250219,15,20,100
3616,20250219,16,20,99
3617,20250219,17,20,121
3618,20250219,18,20,79
3619,20250219,19,20,142
3620,20250219,20,20,164
3621,20250219,1,21,57
3622,20250219,2,21,142
3623,20250219,3,21,183
3624,20250219,4,21,49
3625,20250219,5,21,108
3626,20250219,6,21,103
3627,20250219,7,21,135
3628,20250219,8,21,185
3629,20250219,9,21,43
3630,20250219,10,21,34
3631,20250219,11,21,109
3632,20250219,12,21,105
3633,20250219,13,21,118
3634,20250219,14,21,122
3635,20250219,15,21,102
3636,20250219,16,21,65
3637,20250219,17,21,134
3638,20250219,18,21,66
3639,20250219,19,21,111
3640,20250219,20,21,132
3641,20250219,1,22,137
3642,20250219,2,22,147
3643,20250219,3,22,129
3644,20250219,4,22,58
3645,20250219,5,22,94
3646,20250219,6,22,148
3647,20250219,7,22,55
3648,20250219,8,22,74
3649,20250219,9,22,115
3650,20250219,10,22,137
3651,20250219,11,22,123
3652,20250219,12,22,135
3653,20250219,13,22,21
3654,20250219,14,22,48
3655,20250219,15,22,106
3656,20250219,16,22,116
3657,20250219,17,22,76
3658,20250219,18,22,175
3659,20250219,19,22,82
3660,20250219,20,22,26
3661,20250219,1,23,109
3662,20250219,2,23,118
3663,20250219,3,23,93
3664,20250219,4,23,58
3665,20250219,5,23,20
3666,20250219,6,23,107
3667,20250219,7,23,112
3668,20250219,8,23,64
3669,20250219,9,23,32
3670,20250219,10,23,146
3671,20250219,11,23,142
3672,20250219,12,23,36
3673,20250219,13,23,145
3674,20250219,14,23,144
3675,20250219,15,23,98
3676,20250219,16,23,132
3677,20250219,17,23,149
3678,20250219,18,23,157
3679,20250219,19,23,81
3680,20250219,20,23,124
3681,20250226,1,1,151
3682,20250226,2,1,55
3683,20250226,3,1,135
3684,20250226,4,1,56
3685,20250226,5,1,78
3686,20250226,6,1,51
3687,20250226,7,1,21
3688,20250226,8,1,79
3689,20250226,9,1,35
3690,20250226,10,1,171
3691,20250226,11,1,96
3692,20250226,12,1,63
3693,20250226,13,1,76
3694,20250226,14,1,92
3695,20250226,15,1,129
3696,20250226,16,1,26
3697,20250226,17,1,117
3698,20250226,18,1,184
3699,20250226,19,1,54
3700,20250226,20,1,29
3701,20250226,1,2,124
3702,20250226,2,2,147
3703,20250226,3,2,108
3704,20250226,4,2,165
3705,20250226,5,2,62
3706,20250226,6,2,97
3707,20250226,7,2,169
3708,20250226,8,2,154
3709,20250226,9,2,73
3710,20250226,10,2,67
3711,20250226,11,2,102
3712,20250226,12,2,59
3713,20250226,13,2,42
3714,20250226,14,2,93
3715,20250226,15,2,93
3716,20250226,16,2,161
3717,20250226,17,2,136
3718,20250226,18,2,103
3719,20250226,19,2,145
3720,20250226,20,2,104
3721,20250226,1,3,152
3722,20250226,2,3,97
3723,20250226,3,3,59
3724,20250226,4,3,173
3725,20250226,5,3,95
3726,20250226,6,3,187
3727,20250226,7,3,155
3728,20250226,8,3,146
3729,20250226,9,3,102
3730,20250226,10,3,126
3731,20250226,11,3,55
3732,20250226,12,3,69
3733,20250226,13,3,169
3734,20250226,14,3,166
3735,20250226,15,3,103
3736,20250226,16,3,132
3737,20250226,17,3,110
3738,20250226,18,3,95
3739,20250226,19,3,71
3740,20250226,20,3,165
3741,20250226,1,4,143
3742,20250226,2,4,64
3743,20250226,3,4,89
3744,20250226,4,4,106
3745,20250226,5,4,138
3746,20250226,6,4,172
3747,20250226,7,4,127
3748,20250226,8,4,57
3749,20250226,9,4,116
3750,20250226,10,4,88
3751,20250226,11,4,76
3752,20250226,12,4,141
3753,20250226,13,4,155
3754,20250226,14,4,122
3755,20250226,15,4,57
3756,20250226,16,4,33
3757,20250226,17,4,84
3758,20250226,18,4,187
3759,20250226,19,4,175
3760,20250226,20,4,86
3761,20250226,1,5,101
3762,20250226,2,5,65
3763,20250226,3,5,25
3764,20250226,4,5,10
3765,20250226,5,5,66
3766,20250226,6,5,52
3767,20250226,7,5,30
3768,20250226,8,5,97
3769,20250226,9,5,111
3770,20250226,10,5,136
3771,20250226,11,5,169
3772,20250226,12,5,31
3773,20250226,13,5,129
3774,20250226,14,5,45
3775,20250226,15,5,138
3776,20250226,16,5,54
3777,20250226,17,5,102
3778,20250226,18,5,101
3779,20250226,19,5,122
3780,20250226,20,5,120
3781,20250226,1,6,86
3782,20250226,2,6,140
3783,20250226,3,6,131
3784,20250226,4,6,65
3785,20250226,5,6,124
3786,20250226,6,6,146
3787,20250226,7,6,81
3788,20250226,8,6,29
3789,20250226,9,6,87
3790,20250226,10,6,160
3791,20250226,11,6,13
3792,20250226,12,6,63
3793,20250226,13,6,149
3794,20250226,14,6,135
3795,20250226,15,6,172
3796,20250226,16,6,46
3797,20250226,17,6,122
3798,20250226,18,6,113
3799,20250226,19,6,182
3800,20250226,20,6,93
3801,20250226,1,7,130
3802,20250226,2,7,31
3803,20250226,3,7,83
3804,20250226,4,7,131
3805,20250226,5,7,104
3806,20250226,6,7,180
3807,20250226,7,7,154
3808,20250226,8,7,49
3809,20250226,9,7,121
3810,20250226,10,7,175
3811,20250226,11,7,49
3812,20250226,12,7,93
3813,20250226,13,7,193
3814,20250226,14,7,150
3815,20250226,15,7,113
3816,20250226,16,7,39
3817,20250226,17,7,80
3818,20250226,18,7,181
3819,20250226,19,7,189
3820,20250226,20,7,107
3821,20250226,1,8,161
3822,20250226,2,8,132
3823,20250226,3,8,137
3824,20250226,4,8,133
3825,20250226,5,8,176
3826,20250226,6,8,115
3827,20250226,7,8,87
3828,20250226,8,8,122
3829,20250226,9,8,143
3830,20250226,10,8,133
3831,20250226,11,8,126
3832,20250226,12,8,180
3833,20250226,13,8,48
3834,20250226,14,8,199
3835,20250226,15,8,103
3836,20250226,16,8,46
3837,20250226,17,8,65
3838,20250226,18,8,106
3839,20250226,19,8,40
3840,20250226,20,8,124
3841,20250226,1,9,50
3842,20250226,2,9,111
3843,20250226,3,9,118
3844,20250226,4,9,112
3845,20250226,5,9,65
3846,20250226,6,9,158
3847,20250226,7,9,45
3848,20250226,8,9,18
3849,20250226,9,9,112
3850,20250226,10,9,166
3851,20250226,11,9,175
3852,20250226,12,9,57
3853,20250226,13,9,133
3854,20250226,14,9,164
3855,20250226,15,9,160
3856,20250226,16,9,78
3857,20250226,17,9,110
3858,20250226,18,9,87
3859,20250226,19,9,52
3860,20250226,20,9,145
3861,20250226,1,10,82
3862,20250226,2,10,123
3863,20250226,3,10,39
3864,20250226,4,10,165
3865,20250226,5,10,61
3866,20250226,6,10,69
3867,20250226,7,10,91
3868,20250226,8,10,124
3869,20250226,9,10,61
3870,20250226,10,10,166
3871,20250226,11,10,30
3872,20250226,12,10,141
3873,20250226,13,10,59
3874,20250226,14,10,121
3875,20250226,15,10,109
3876,20250226,16,10,145
3877,20250226,17,10,123
3878,20250226,18,10,161
3879,20250226,19,10,150
3880,20250226,20,10,150
3881,20250226,1,11,134
3882,20250226,2,11,167
3883,20250226,3,11,67
3884,20250226,4,11,23
3885,20250226,5,11,169
3886,20250226,6,11,42
3887,20250226,7,11,88
3888,20250226,8,11,119
3889,20250226,9,11,105
3890,20250226,10,11,128
3891,20250226,11,11,56
3892,20250226,12,11,70
3893,20250226,13,11,69
3894,20250226,14,11,159
3895,20250226,15,11,38
3896,20250226,16,11,64
3897,20250226,17,11,108
3898,20250226,18,11,162
3899,20250226,19,11,119
3900,20250226,20,11,99
3901,20250226,1,12,89
3902,20250226,2,12,114
3903,20250226,3,12,87
3904,20250226,4,12,176
3905,20250226,5,12,152
3906,20250226,6,12,33
3907,20250226,7,12,184
3908,20250226,8,12,71
3909,20250226,9,12,140
3910,20250226,10,12,25
3911,20250226,11,12,118
3912,20250226,12,12,83
3913,20250226,13,12,174
3914,20250226,14,12,140
3915,20250226,15,12,56
3916,20250226,16,12,131
3917,20250226,17,12,61
3918,20250226,18,12,75
3919,20250226,19,12,150
3920,20250226,20,12,168
3921,20250226,1,13,33
3922,20250226,2,13,173
3923,20250226,3,13,28
3924,20250226,4,13,113
3925,20250226,5,13,77
3926,20250226,6,13,63
3927,20250226,7,13,55
3928,20250226,8,13,52
3929,20250226,9,13,74
3930,20250226,10,13,151
3931,20250226,11,13,50
3932,20250226,12,13,188
3933,20250226,13,13,109
3934,20250226,14,13,50
3935,20250226,15,13,69
3936,20250226,16,13,99
3937,20250226,17,13,118
3938,20250226,18,13,71
3939,20250226,19,13,50
3940,20250226,20,13,52
3941,20250226,1,14,125
3942,20250226,2,14,159
3943,20250226,3,14,18
3944,20250226,4,14,53
3945,20250226,5,14,44
3946,20250226,6,14,108
3947,20250226,7,14,125
3948,20250226,8,14,140
3949,20250226,9,14,131
3950,20250226,10,14,150
3951,20250226,11,14,186
3952,20250226,12,14,41
3953,20250226,13,14,168
3954,20250226,14,14,187
3955,20250226,15,14,114
3956,20250226,16,14,154
3957,20250226,17,14,128
3958,20250226,18,14,130
3959,20250226,19,14,132
3960,20250226,20,14,59
3961,20250226,1,15,111
3962,20250226,2,15,157
3963,20250226,3,15,196
3964,20250226,4,15,14
3965,20250226,5,15,47
3966,20250226,6,15,45
3967,20250226,7,15,76
3968,20250226,8,15,163
3969,20250226,9,15,176
3970,20250226,10,15,116
3971,20250226,11,15,159
3972,20250226,12,15,86
3973,20250226,13,15,117
3974,20250226,14,15,137
3975,20250226,15,15,53
3976,20250226,16,15,106
3977,20250226,17,15,38
3978,20250226,18,15,165
3979,20250226,19,15,55
3980,20250226,20,15,109
3981,20250226,1,16,34
3982,20250226,2,16,102
3983,20250226,3,16,173
3984,20250226,4,16,162
3985,20250226,5,16,180
3986,20250226,6,16,104
3987,20250226,7,16,121
3988,20250226,8,16,160
3989,20250226,9,16,173
3990,20250226,10,16,140
3991,20250226,11,16,65
3992,20250226,12,16,113
3993,20250226,13,16,56
3994,20250226,14,16,165
3995,20250226,15,16,121
3996,20250226,16,16,52
3997,20250226,17,16,130
3998,20250226,18,16,55
3999,20250226,19,16,109
4000,20250226,20,16,85
4001,20250226,1,17,149
4002,20250226,2,17,173
4003,20250226,3,17,175
4004,20250226,4,17,175
4005,20250226,5,17,130
4006,20250226,6,17,112
4007,20250226,7,17,145
4008,20250226,8,17,113
4009,20250226,9,17,54
4010,20250226,10,17,167
4011,20250226,11,17,144
4012,20250226,12,17,184
4013,20250226,13,17,171
4014,20250226,14,17,81
4015,20250226,15,17,152
4016,20250226,16,17,123
4017,20250226,17,17,153
4018,20250226,18,17,106
4019,20250226,19,17,85
4020,20250226,20,17,118
4021,20250226,1,18,67
4022,20250226,2,18,152
4023,20250226,3,18,81
4024,20250226,4,18,91
4025,20250226,5,18,142
4026,20250226,6,18,78
4027,20250226,7,18,141
4028,20250226,8,18,148
4029,20250226,9,18,42
4030,20250226,10,18,42
4031,20250226,11,18,78
4032,20250226,12,18,157
4033,20250226,13,18,65
4034,20250226,14,18,62
4035,20250226,15,18,177
4036,20250226,16,18,88
4037,20250226,17,18,81
4038,20250226,18,18,93
4039,20250226,19,18,152
4040,20250226,20,18,100
4041,20250226,1,19,77
4042,20250226,2,19,131
4043,20250226,3,19,126
4044,20250226,4,19,45
4045,20250226,5,19,165
4046,20250226,6,19,29
4047,20250226,7,19,117
4048,20250226,8,19,115
4049,20250226,9,19,64
4050,20250226,10,19,170
4051,20250226,11,19,151
4052,20250226,12,19,109
4053,20250226,13,19,47
4054,20250226,14,19,97
4055,20250226,15,19,132
4056,20250226,16,19,113
4057,20250226,17,19,134
4058,20250226,18,19,29
4059,20250226,19,19,39
4060,20250226,20,19,158
4061,20250226,1,20,155
4062,20250226,2,20,34
4063,20250226,3,20,134
4064,20250226,4,20,95
4065,20250226,5,20,45
4066,20250226,6,20,117
4067,20250226,7,20,152
4068,20250226,8,20,110
4069,20250226,9,20,76
4070,20250226,10,20,60
4071,20250226,11,20,66
4072,20250226,12,20,141
4073,20250226,13,20,119
4074,20250226,14,20,39
4075,20250226,15,20,89
4076,20250226,16,20,99
4077,20250226,17,20,121
4078,20250226,18,20,79
4079,20250226,19,20,142
4080,20250226,20,20,164
4081,20250226,1,21,52
4082,20250226,2,21,134
4083,20250226,3,21,183
4084,20250226,4,21,43
4085,20250226,5,21,94
4086,20250226,6,21,103
4087,20250226,7,21,129
4088,20250226,8,21,182
4089,20250226,9,21,43
4090,20250226,10,21,23
4091,20250226,11,21,102
4092,20250226,12,21,96
4093,20250226,13,21,115
4094,20250226,14,21,122
4095,20250226,15,21,102
4096,20250226,16,21,58
4097,20250226,17,21,122
4098,20250226,18,21,58
4099,20250226,19,21,97
4100,20250226,20,21,132
4101,20250226,1,22,137
4102,20250226,2,22,137
4103,20250226,3,22,129
4104,20250226,4,22,58
4105,20250226,5,22,94
4106,20250226,6,22,148
4107,20250226,7,22,46
4108,20250226,8,22,72
4109,20250226,9,22,115
4110,20250226,10,22,137
4111,20250226,11,22,123
4112,20250226,12,22,135
4113,20250226,13,22,21
4114,20250226,14,22,48
4115,20250226,15,22,96
4116,20250226,16,22,116
4117,20250226,17,22,66
4118,20250226,18,22,174
4119,20250226,19,22,82
4120,20250226,20,22,19
4121,20250226,1,23,109
4122,20250226,2,23,118
4123,20250226,3,23,91
4124,20250226,4,23,58
4125,20250226,5,23,20
4126,20250226,6,23,103
4127,20250226,7,23,110
4128,20250226,8,23,64
4129,20250226,9,23,32
4130,20250226,10,23,146
4131,20250226,11,23,140
4132,20250226,12,23,36
4133,20250226,13,23,145
4134,20250226,14,23,140
4135,20250226,15,23,98
4136,20250226,16,23,132
4137,20250226,17,23,149
4138,20250226,18,23,157
4139,20250226,19,23,81
4140,20250226,20,23,124
4141,20250305,1,1,151
4142,20250305,2,1,55
4143,20250305,3,1,127
4144,20250305,4,1,56
4145,20250305,5,1,75
4146,20250305,6,1,51
4147,20250305,7,1,21
4148,20250305,8,1,77
4149,20250305,9,1,35
4150,20250305,10,1,171
4151,20250305,11,1,96
4152,20250305,12,1,63
4153,20250305,13,1,75
4154,20250305,14,1,92
4155,20250305,15,1,120
4156,20250305,16,1,23
4157,20250305,17,1,111
4158,20250305,18,1,184
4159,20250305,19,1,54
4160,20250305,20,1,29
4161,20250305,1,2,114
4162,20250305,2,2,140
4163,20250305,3,2,108
4164,20250305,4,2,142
4165,20250305,5,2,62
4166,20250305,6,2,82
4167,20250305,7,2,169
4168,20250305,8,2,136
4169,20250305,9,2,61
4170,20250305,10,2,67
4171,20250305,11,2,102
4172,20250305,12,2,59
4173,20250305,13,2,42
4174,20250305,14,2,93
4175,20250305,15,2,92
4176,20250305,16,2,138
4177,20250305,17,2,136
4178,20250305,18,2,103
4179,20250305,19,2,138
4180,20250305,20,2,104
4181,20250305,1,3,152
4182,20250305,2,3,97
4183,20250305,3,3,59
4184,20250305,4,3,173
4185,20250305,5,3,87
4186,20250305,6,3,187
4187,20250305,7,3,155
4188,20250305,8,3,139
4189,20250305,9,3,102
4190,20250305,10,3,126
4191,20250305,11,3,55
4192,20250305,12,3,61
4193,20250305,13,3,169
4194,20250305,14,3,166
4195,20250305,15,3,103
4196,20250305,16,3,126
4197,20250305,17,3,110
4198,20250305,18,3,95
4199,20250305,19,3,54
4200,20250305,20,3,165
4201,20250305,1,4,135
4202,20250305,2,4,60
4203,20250305,3,4,74
4204,20250305,4,4,106
4205,20250305,5,4,138
4206,20250305,6,4,172
4207,20250305,7,4,127
4208,20250305,8,4,44
4209,20250305,9,4,109
4210,20250305,10,4,88
4211,20250305,11,4,76
4212,20250305,12,4,131
4213,20250305,13,4,151
4214,20250305,14,4,117
4215,20250305,15,4,52
4216,20250305,16,4,20
4217,20250305,17,4,84
4218,20250305,18,4,187
4219,20250305,19,4,175
4220,20250305,20,4,74
4221,20250305,1,5,99
4222,20250305,2,5,61
4223,20250305,3,5,25
4224,20250305,4,5,43
4225,20250305,5,5,60
4226,20250305,6,5,52
4227,20250305,7,5,22
4228,20250305,8,5,97
4229,20250305,9,5,103
4230,20250305,10,5,136
4231,20250305,11,5,169
4232,20250305,12,5,31
4233,20250305,13,5,119
4234,20250305,14,5,45
4235,20250305,15,5,138
4236,20250305,16,5,41
4237,20250305,17,5,102
4238,20250305,18,5,101
4239,20250305,19,5,122
4240,20250305,20,5,119
4241,20250305,1,6,86
4242,20250305,2,6,140
4243,20250305,3,6,131
4244,20250305,4,6,65
4245,20250305,5,6,120
4246,20250305,6,6,143
4247,20250305,7,6,72
4248,20250305,8,6,21
4249,20250305,9,6,87
4250,20250305,10,6,160
4251,20250305,11,6,13
4252,20250305,12,6,55
4253,20250305,13,6,149
4254,20250305,14,6,135
4255,20250305,15,6,163
4256,20250305,16,6,46
4257,20250305,17,6,122
4258,20250305,18,6,104
4259,20250305,19,6,182
4260,20250305,20,6,93
4261,20250305,1,7,130
4262,20250305,2,7,17
4263,20250305,3,7,79
4264,20250305,4,7,131
4265,20250305,5,7,104
4266,20250305,6,7,180
4267,20250305,7,7,152
4268,20250305,8,7,49
4269,20250305,9,7,121
4270,20250305,10,7,167
4271,20250305,11,7,44
4272,20250305,12,7,93
4273,20250305,13,7,193
4274,20250305,14,7,145
4275,20250305,15,7,113
4276,20250305,16,7,39
4277,20250305,17,7,76
4278,20250305,18,7,181
4279,20250305,19,7,189
4280,20250305,20,7,107
4281,20250305,1,8,161
4282,20250305,2,8,125
4283,20250305,3,8,128
4284,20250305,4,8,133
4285,20250305,5,8,176
4286,20250305,6,8,115
4287,20250305,7,8,87
4288,20250305,8,8,122
4289,20250305,9,8,143
4290,20250305,10,8,133
4291,20250305,11,8,126
4292,20250305,12,8,175
4293,20250305,13,8,48
4294,20250305,14,8,199
4295,20250305,15,8,103
4296,20250305,16,8,37
4297,20250305,17,8,65
4298,20250305,18,8,100
4299,20250305,19,8,40
4300,20250305,20,8,121
4301,20250305,1,9,42
4302,20250305,2,9,111
4303,20250305,3,9,113
4304,20250305,4,9,112
4305,20250305,5,9,61
4306,20250305,6,9,150
4307,20250305,7,9,36
4308,20250305,8,9,18
4309,20250305,9,9,112
4310,20250305,10,9,166
4311,20250305,11,9,157
4312,20250305,12,9,57
4313,20250305,13,9,127
4314,20250305,14,9,164
4315,20250305,15,9,160
4316,20250305,16,9,68
4317,20250305,17,9,110
4318,20250305,18,9,87
4319,20250305,19,9,45
4320,20250305,20,9,137
4321,20250305,1,10,82
4322,20250305,2,10,123
4323,20250305,3,10,39
4324,20250305,4,10,165
4325,20250305,5,10,61
4326,20250305,6,10,60
4327,20250305,7,10,91
4328,20250305,8,10,113
4329,20250305,9,10,52
4330,20250305,10,10,165
4331,20250305,11,10,30
4332,20250305,12,10,141
4333,20250305,13,10,59
4334,20250305,14,10,104
4335,20250305,15,10,108
4336,20250305,16,10,130
4337,20250305,17,10,123
4338,20250305,18,10,152
4339,20250305,19,10,132
4340,20250305,20,10,150
4341,20250305,1,11,134
4342,20250305,2,11,167
4343,20250305,3,11,64
4344,20250305,4,11,22
4345,20250305,5,11,169
4346,20250305,6,11,42
4347,20250305,7,11,70
4348,20250305,8,11,119
4349,20250305,9,11,103
4350,20250305,10,11,128
4351,20250305,11,11,56
4352,20250305,12,11,70
4353,20250305,13,11,69
4354,20250305,14,11,159
4355,20250305,15,11,38
4356,20250305,16,11,59
4357,20250305,17,11,108
4358,20250305,18,11,162
4359,20250305,19,11,118
4360,20250305,20,11,99
4361,20250305,1,12,89
4362,20250305,2,12,94
4363,20250305,3,12,85
4364,20250305,4,12,150
4365,20250305,5,12,141
4366,20250305,6,12,33
4367,20250305,7,12,184
4368,20250305,8,12,71
4369,20250305,9,12,140
4370,20250305,10,12,17
4371,20250305,11,12,109
4372,20250305,12,12,73
4373,20250305,13,12,167
4374,20250305,14,12,134
4375,20250305,15,12,56
4376,20250305,16,12,123
4377,20250305,17,12,59
4378,20250305,18,12,65
4379,20250305,19,12,150
4380,20250305,20,12,151
4381,20250305,1,13,33
4382,20250305,2,13,165
4383,20250305,3,13,28
4384,20250305,4,13,98
4385,20250305,5,13,77
4386,20250305,6,13,63
4387,20250305,7,13,50
4388,20250305,8,13,52
4389,20250305,9,13,72
4390,20250305,10,13,145
4391,20250305,11,13,47
4392,20250305,12,13,188
4393,20250305,13,13,101
4394,20250305,14,13,50
4395,20250305,15,13,69
4396,20250305,16,13,99
4397,20250305,17,13,113
4398,20250305,18,13,71
4399,20250305,19,13,39
4400,20250305,20,13,52
4401,20250305,1,14,118
4402,20250305,2,14,159
4403,20250305,3,14,12
4404,20250305,4,14,47
4405,20250305,5,14,38
4406,20250305,6,14,107
4407,20250305,7,14,117
4408,20250305,8,14,140
4409,20250305,9,14,131
4410,20250305,10,14,150
4411,20250305,11,14,186
4412,20250305,12,14,41
4413,20250305,13,14,158
4414,20250305,14,14,187
4415,20250305,15,14,113
4416,20250305,16,14,154
4417,20250305,17,14,128
4418,20250305,18,14,125
4419,20250305,19,14,119
4420,20250305,20,14,59
4421,20250305,1,15,111
4422,20250305,2,15,157
4423,20250305,3,15,193
4424,20250305,4,15,14
4425,20250305,5,15,43
4426,20250305,6,15,40
4427,20250305,7,15,76
4428,20250305,8,15,162
4429,20250305,9,15,176
4430,20250305,10,15,103
4431,20250305,11,15,159
4432,20250305,12,15,86
4433,20250305,13,15,112
4434,20250305,14,15,135
4435,20250305,15,15,53
4436,20250305,16,15,106
4437,20250305,17,15,29
4438,20250305,18,15,165
4439,20250305,19,15,55
4440,20250305,20,15,99
4441,20250305,1,16,28
4442,20250305,2,16,102
4443,20250305,3,16,173
4444,20250305,4,16,162
4445,20250305,5,16,180
4446,20250305,6,16,104
4447,20250305,7,16,121
4448,20250305,8,16,160
4449,20250305,9,16,173
4450,20250305,10,16,140
4451,20250305,11,16,64
4452,20250305,12,16,113
4453,20250305,13,16,48
4454,20250305,14,16,165
4455,20250305,15,16,116
4456,20250305,16,16,52
